X: (s),Y: (Hits)
1.25752e-05,0
1.25764e-05,0
1.25777e-05,1
1.2579e-05,1
1.25802e-05,0
1.25815e-05,0
1.25828e-05,1
1.2584e-05,0
1.25853e-05,0
1.25865e-05,0
1.25878e-05,1
1.25891e-05,1
1.25903e-05,0
1.25916e-05,1
1.25929e-05,1
1.25941e-05,0
1.25954e-05,1
1.25967e-05,1
1.25979e-05,1
1.25992e-05,0
1.26004e-05,0
1.26017e-05,0
1.2603e-05,1
1.26042e-05,0
1.26055e-05,0
1.26068e-05,0
1.2608e-05,0
1.26093e-05,0
1.26106e-05,1
1.26118e-05,0
1.26131e-05,0
1.26144e-05,1
1.26156e-05,0
1.26169e-05,0
1.26181e-05,1
1.26194e-05,1
1.26207e-05,2
1.26219e-05,2
1.26232e-05,1
1.26245e-05,0
1.26257e-05,0
1.2627e-05,2
1.26283e-05,0
1.26295e-05,1
1.26308e-05,3
1.2632e-05,0
1.26333e-05,7
1.26346e-05,14
1.26358e-05,12
1.26371e-05,10
1.26384e-05,119
1.26396e-05,309
1.26409e-05,209
1.26422e-05,47
1.26434e-05,28
1.26447e-05,10
1.2646e-05,7
1.26472e-05,17
1.26485e-05,11
1.26497e-05,0
1.2651e-05,0
1.26523e-05,0
1.26535e-05,0
1.26548e-05,0
1.26561e-05,0
1.26573e-05,0
1.26586e-05,0
1.26599e-05,0
1.26611e-05,0
1.26624e-05,0
1.26636e-05,0
1.26649e-05,0
1.26662e-05,0
1.26674e-05,0
1.26687e-05,0
1.267e-05,0
1.26712e-05,0
1.26725e-05,0
1.26738e-05,0
1.2675e-05,0
1.26763e-05,0
1.26776e-05,0
1.26788e-05,0
1.26801e-05,0
1.26813e-05,0
1.26826e-05,0
1.26839e-05,0
1.26851e-05,0
1.26864e-05,0
1.26877e-05,0
1.26889e-05,0
1.26902e-05,0
1.26915e-05,0
1.26927e-05,0
1.2694e-05,0
1.26952e-05,0
1.26965e-05,0
1.26978e-05,0
1.2699e-05,0
1.27003e-05,0
1.27016e-05,0
1.27028e-05,0
1.27041e-05,0
1.27054e-05,0
1.27066e-05,0
1.27079e-05,0
1.27091e-05,0
1.27104e-05,0
1.27117e-05,0
1.27129e-05,0
1.27142e-05,0
1.27155e-05,0
1.27167e-05,0
1.2718e-05,0
1.27193e-05,0
1.27205e-05,0
1.27218e-05,0
1.27231e-05,0
1.27243e-05,0
1.27256e-05,0
1.27268e-05,0
1.27281e-05,0
1.27294e-05,0
