X: (s),Y: (Hits)
2.74952e-05,0
2.7498e-05,0
2.75007e-05,0
2.75035e-05,1
2.75062e-05,0
2.7509e-05,0
2.75118e-05,0
2.75145e-05,0
2.75173e-05,0
2.75201e-05,0
2.75228e-05,0
2.75256e-05,0
2.75284e-05,0
2.75311e-05,0
2.75339e-05,0
2.75367e-05,1
2.75394e-05,1
2.75422e-05,0
2.7545e-05,2
2.75477e-05,2
2.75505e-05,2
2.75533e-05,2
2.7556e-05,1
2.75588e-05,1
2.75616e-05,6
2.75643e-05,8
2.75671e-05,4
2.75698e-05,9
2.75726e-05,12
2.75754e-05,8
2.75781e-05,9
2.75809e-05,7
2.75837e-05,14
2.75864e-05,16
2.75892e-05,12
2.7592e-05,23
2.75947e-05,25
2.75975e-05,13
2.76003e-05,18
2.7603e-05,25
2.76058e-05,23
2.76086e-05,37
2.76113e-05,35
2.76141e-05,37
2.76169e-05,33
2.76196e-05,29
2.76224e-05,36
2.76252e-05,35
2.76279e-05,29
2.76307e-05,26
2.76334e-05,51
2.76362e-05,32
2.7639e-05,38
2.76417e-05,35
2.76445e-05,29
2.76473e-05,28
2.765e-05,24
2.76528e-05,29
2.76556e-05,22
2.76583e-05,24
2.76611e-05,23
2.76639e-05,21
2.76666e-05,19
2.76694e-05,14
2.76722e-05,7
2.76749e-05,8
2.76777e-05,11
2.76805e-05,10
2.76832e-05,5
2.7686e-05,6
2.76888e-05,2
2.76915e-05,6
2.76943e-05,3
2.76971e-05,1
2.76998e-05,2
2.77026e-05,1
2.77053e-05,0
2.77081e-05,0
2.77109e-05,0
2.77136e-05,0
2.77164e-05,2
2.77192e-05,0
2.77219e-05,4
2.77247e-05,0
2.77275e-05,0
2.77302e-05,0
2.7733e-05,0
2.77358e-05,0
2.77385e-05,0
2.77413e-05,0
2.77441e-05,0
2.77468e-05,0
2.77496e-05,0
2.77524e-05,0
2.77551e-05,0
2.77579e-05,0
2.77607e-05,1
2.77634e-05,0
2.77662e-05,0
2.77689e-05,0
2.77717e-05,0
2.77745e-05,0
2.77772e-05,0
2.778e-05,0
2.77828e-05,0
2.77855e-05,0
2.77883e-05,0
2.77911e-05,0
2.77938e-05,0
2.77966e-05,0
2.77994e-05,0
2.78021e-05,0
2.78049e-05,0
2.78077e-05,0
2.78104e-05,0
2.78132e-05,0
2.7816e-05,0
2.78187e-05,0
2.78215e-05,0
2.78243e-05,0
2.7827e-05,0
2.78298e-05,0
2.78326e-05,0
2.78353e-05,0
2.78381e-05,0
2.78408e-05,0
2.78436e-05,0
2.78464e-05,0
2.78491e-05,0
2.78519e-05,0
2.78547e-05,0
2.78574e-05,0
2.78602e-05,0
2.7863e-05,0
2.78657e-05,0
2.78685e-05,0
2.78713e-05,0
2.7874e-05,0
2.78768e-05,0
2.78796e-05,0
2.78823e-05,0
2.78851e-05,0
2.78879e-05,0
2.78906e-05,0
2.78934e-05,0
2.78962e-05,0
2.78989e-05,0
2.79017e-05,0
2.79044e-05,0
2.79072e-05,0
2.791e-05,0
2.79127e-05,0
2.79155e-05,0
2.79183e-05,0
2.7921e-05,0
2.79238e-05,0
2.79266e-05,0
2.79293e-05,0
2.79321e-05,0
2.79349e-05,0
2.79376e-05,0
2.79404e-05,0
2.79432e-05,0
2.79459e-05,0
2.79487e-05,0
2.79515e-05,0
2.79542e-05,0
2.7957e-05,0
2.79598e-05,0
2.79625e-05,0
2.79653e-05,0
2.7968e-05,0
2.79708e-05,0
2.79736e-05,0
2.79763e-05,0
2.79791e-05,0
2.79819e-05,0
2.79846e-05,0
2.79874e-05,0
2.79902e-05,0
2.79929e-05,0
2.79957e-05,0
2.79985e-05,0
2.80012e-05,0
2.8004e-05,0
2.80068e-05,0
2.80095e-05,0
2.80123e-05,0
2.80151e-05,0
2.80178e-05,0
2.80206e-05,0
2.80234e-05,0
2.80261e-05,0
2.80289e-05,0
2.80317e-05,0
2.80344e-05,0
2.80372e-05,0
2.80399e-05,0
2.80427e-05,0
2.80455e-05,0
2.80482e-05,0
